::ffff:127.0.0.1 - - [15/Apr/2024:18:21:49 +0000] "POST /test-post HTTP/1.1" 200 10 "-" "insomnia/8.6.1"
::1 - - [27/Apr/2024:17:20:35 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:20:35 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:20:37 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:22:12 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:22:12 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:22:17 +0000] "OPTIONS /user/login HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:22:17 +0000] "POST /user/login HTTP/1.1" 406 98 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:24:08 +0000] "OPTIONS /user/login HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:24:08 +0000] "POST /user/login HTTP/1.1" 200 386 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:24:41 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:24:41 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:46:20 +0000] "POST /login HTTP/1.1" 404 145 "-" "PostmanRuntime/7.37.3"
::1 - - [27/Apr/2024:17:46:36 +0000] "POST /user/login HTTP/1.1" 400 - "-" "PostmanRuntime/7.37.3"
::1 - - [27/Apr/2024:17:47:38 +0000] "POST /csrf HTTP/1.1" 201 95 "-" "PostmanRuntime/7.37.3"
::1 - - [27/Apr/2024:17:47:56 +0000] "POST /user/login HTTP/1.1" 400 - "-" "PostmanRuntime/7.37.3"
::1 - - [27/Apr/2024:17:48:31 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:48:31 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:48:33 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:51:36 +0000] "POST /csrf HTTP/1.1" 201 95 "-" "PostmanRuntime/7.37.3"
::1 - - [27/Apr/2024:17:51:37 +0000] "POST /csrf HTTP/1.1" 201 95 "-" "PostmanRuntime/7.37.3"
::1 - - [27/Apr/2024:17:51:45 +0000] "POST /user/login HTTP/1.1" 400 - "-" "PostmanRuntime/7.37.3"
::1 - - [27/Apr/2024:17:52:08 +0000] "OPTIONS /user/login HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:52:08 +0000] "POST /user/login HTTP/1.1" 200 386 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:53:12 +0000] "POST /user/login HTTP/1.1" 400 - "-" "PostmanRuntime/7.37.3"
::1 - - [27/Apr/2024:17:54:27 +0000] "POST /user/login HTTP/1.1" 403 - "-" "PostmanRuntime/7.37.3"
::1 - - [27/Apr/2024:17:54:36 +0000] "POST /csrf HTTP/1.1" 201 95 "-" "PostmanRuntime/7.37.3"
::1 - - [27/Apr/2024:17:54:46 +0000] "POST /user/login HTTP/1.1" 200 386 "-" "PostmanRuntime/7.37.3"
::1 - - [27/Apr/2024:17:55:09 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:55:09 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:56:48 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:56:48 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:57:43 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:57:43 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:57:53 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:57:53 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:58:20 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:58:20 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:58:37 +0000] "OPTIONS /user/login HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:17:58:37 +0000] "POST /user/login HTTP/1.1" 200 386 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:18:45:07 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:18:45:07 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:18:45:11 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:18:45:45 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:18:45:45 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:18:46:00 +0000] "OPTIONS /user/login HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:18:46:00 +0000] "POST /user/login HTTP/1.1" 200 386 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:18:46:04 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:18:46:04 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:18:48:11 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:18:48:11 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:18:48:14 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:19:23:18 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [27/Apr/2024:19:23:18 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:07:21:09 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:07:21:09 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:07:25:26 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:07:25:26 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:07:29:59 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:07:29:59 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:32:21 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:32:21 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:40:13 +0000] "GET /user HTTP/1.1" 401 61 "-" "PostmanRuntime/7.37.3"
::1 - - [28/Apr/2024:08:40:46 +0000] "POST /user/login HTTP/1.1" 403 - "-" "PostmanRuntime/7.37.3"
::1 - - [28/Apr/2024:08:40:51 +0000] "POST /csrf HTTP/1.1" 201 95 "-" "PostmanRuntime/7.37.3"
::1 - - [28/Apr/2024:08:41:00 +0000] "POST /user/login HTTP/1.1" 200 386 "-" "PostmanRuntime/7.37.3"
::1 - - [28/Apr/2024:08:41:10 +0000] "GET /user HTTP/1.1" 200 64 "-" "PostmanRuntime/7.37.3"
::1 - - [28/Apr/2024:08:44:35 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:44:35 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:44:38 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:44:44 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:44:44 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:48:46 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:48:46 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:50:26 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:50:26 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:50:40 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:50:40 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:53:12 +0000] "GET /user HTTP/1.1" 401 61 "-" "PostmanRuntime/7.37.3"
::1 - - [28/Apr/2024:08:53:32 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:53:32 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:53:57 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:53:57 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:54:35 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:54:35 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:56:30 +0000] "OPTIONS /user HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:56:30 +0000] "GET /user HTTP/1.1" 500 61 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:56:30 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:56:30 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:56:56 +0000] "OPTIONS /user HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:56:56 +0000] "GET /user HTTP/1.1" 500 61 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:56:56 +0000] "OPTIONS /csrf HTTP/1.1" 204 0 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [28/Apr/2024:08:56:56 +0000] "POST /csrf HTTP/1.1" 201 95 "http://localhost:5050/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
